epoch,step,key,mean_reward,response_length
0,102,math_dapo|8ef258d5-49f9-4f21-9adc-6980c0f43e68,-1.0106201171875,1339.8125
0,102,math_dapo|90089b5b-44d3-44bf-bf05-fe520bee9c73,-0.75,632.0625
0,102,math_dapo|90954704-8303-4ee7-abf2-3276c322681f,-1.0,928.4375
0,102,math_dapo|9143204b-119a-4d57-b138-575c628ccf61,-1.0,1211.0
0,102,math_dapo|94665fbe-83ae-485b-9cf7-4a1b88efb3aa,-1.0,1120.375
0,102,math_dapo|96123bc1-0bfe-4251-b196-f175130d1a8e,-1.0,1181.125
0,102,math_dapo|9625e2eb-875e-41ee-b7f5-c060870b46e9,-1.0,1775.3125
0,102,math_dapo|963b1505-226c-4023-8ed1-0949bdbd8e20,-1.0,561.4375
0,102,math_dapo|96db93ed-f975-4ca6-b55f-af2f60548997,-1.0,813.8125
0,102,math_dapo|976746fc-fb5c-44c9-9d40-86e842014fa6,-1.0,1402.6875
0,102,math_dapo|97899872-bf60-48be-9c4a-ec2ce6b4c801,-1.0,673.8125
0,102,math_dapo|97ad7e51-c6fb-44a5-9ebd-c8a193a48c57,-1.0,829.375
0,102,math_dapo|97ebef54-595d-44fe-8d48-554849cfd679,-1.0,901.6875
